순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,E,Season,Category,R,TB,SAC,SF
14,김상국,빙그레,0.287,116,372,314,90,9,3,10,46,11,4,47,4,37,12,10,1990,hitter,,,,
15,김종모,해태,0.286,117,442,381,109,20,1,10,64,0,2,43,3,45,11,3,1990,hitter,,,,
16,이광은,LG,0.286,102,393,336,96,13,2,8,44,11,2,43,8,30,8,7,1990,hitter,,,,
17,김경기,태평양,0.285,120,476,414,118,29,1,10,68,7,5,50,6,37,17,7,1990,hitter,,,,
18,박철우,해태,0.284,114,419,363,103,21,1,10,45,0,1,45,8,46,12,2,1990,hitter,,,,
19,김성한,해태,0.281,89,385,331,93,17,2,11,49,14,4,39,6,53,4,6,1990,hitter,,,,
20,강석천,빙그레,0.281,113,429,356,100,24,1,12,49,16,6,47,4,72,3,17,1990,hitter,,,,
21,김형석,OB,0.280,120,483,429,120,18,3,12,61,5,5,43,1,54,9,3,1990,hitter,,,,
22,윤덕규,LG,0.279,116,426,369,103,16,8,6,44,6,5,49,3,28,4,3,1990,hitter,,,,
23,김상호,OB,0.275,114,466,400,110,18,1,14,52,12,6,54,7,68,9,6,1990,hitter,,,,
24,강기웅,삼성,0.271,108,438,391,106,16,3,15,58,24,8,33,3,34,12,5,1990,hitter,,,,
25,김광수,OB,0.266,112,444,380,101,11,1,4,30,14,12,48,2,30,7,7,1990,hitter,,,,
26,최계영,롯데,0.263,99,383,323,85,12,7,1,21,12,7,40,3,29,4,3,1990,hitter,,,,
27,윤재호,해태,0.260,114,380,323,84,12,2,2,33,13,6,31,4,40,10,25,1990,hitter,,,,
28,이선웅,태평양,0.260,120,474,423,110,14,0,1,47,4,4,36,7,47,16,9,1990,hitter,,,,
29,신경식,OB,0.255,117,428,385,98,21,2,5,42,14,7,33,3,30,6,7,1990,hitter,,,,
30,김일권,태평양,0.253,98,376,336,85,9,1,0,27,48,20,32,1,21,7,4,1990,hitter,,,,
1,이정훈,빙그레,0.348,111,433,379,132,21,12,17,55,18,6,43,4,33,6,2,1991,hitter,,,,
2,장효조,롯데,0.347,122,424,346,120,17,10,4,54,12,7,70,0,31,4,0,1991,hitter,,,,
3,장종훈,빙그레,0.345,126,558,464,160,24,4,35,114,21,11,76,15,88,12,3,1991,hitter,,,,
4,조용호,쌍방울,0.318,112,406,343,109,13,3,3,32,11,16,40,13,49,3,1,1991,hitter,,,,
5,이만수,삼성,0.317,119,446,378,120,18,0,17,74,6,2,56,8,27,7,5,1991,hitter,,,,
6,노찬엽,LG,0.317,115,476,417,132,22,8,3,58,12,11,48,4,28,4,0,1991,hitter,,,,
7,신경식,삼성,0.309,126,527,460,142,15,3,7,56,20,15,49,7,34,13,3,1991,hitter,,,,
8,윤덕규,LG,0.308,105,437,383,118,18,7,1,45,3,12,48,1,36,6,5,1991,hitter,,,,
9,김광림,OB,0.307,108,413,361,111,19,6,3,36,20,6,37,1,46,3,1,1991,hitter,,,,
10,김민호,롯데,0.303,111,419,363,110,23,5,20,68,1,1,51,1,39,7,5,1991,hitter,,,,
11,한대화,해태,0.301,92,398,336,101,17,3,22,73,8,8,53,2,45,10,16,1991,hitter,,,,
12,김응국,롯데,0.300,121,504,436,131,17,9,9,50,25,9,61,3,47,5,4,1991,hitter,,,,
13,김용국,삼성,0.295,126,468,403,119,21,1,7,58,4,10,54,2,49,8,20,1991,hitter,,,,
14,김성한,해태,0.294,112,482,411,121,25,5,23,83,16,9,51,15,70,7,8,1991,hitter,,,,
15,박노준,OB,0.293,120,470,430,126,17,4,5,39,18,12,28,6,40,1,1,1991,hitter,,,,
16,김경기,태평양,0.291,109,431,392,114,25,4,8,59,5,6,30,3,39,7,7,1991,hitter,,,,
17,이호성,해태,0.288,121,520,434,125,12,7,21,84,25,7,67,12,65,6,3,1991,hitter,,,,
18,김형석,OB,0.288,126,531,473,136,19,9,11,71,3,4,50,2,49,11,7,1991,hitter,,,,
19,원원근,태평양,0.286,115,431,367,105,27,1,3,38,9,7,52,1,36,6,18,1991,hitter,,,,
20,박정태,롯데,0.285,122,528,463,132,29,6,14,75,3,5,43,5,36,17,12,1991,hitter,,,,
21,류중일,삼성,0.285,90,393,344,98,14,4,5,45,19,7,34,4,54,10,15,1991,hitter,,,,
22,박철우,해태,0.282,125,483,422,119,24,2,14,80,0,1,50,10,55,7,0,1991,hitter,,,,
23,윤혁,쌍방울,0.279,116,413,358,100,21,2,1,29,7,3,41,5,41,10,4,1991,hitter,,,,
24,이순철,해태,0.276,115,513,434,120,21,3,17,50,56,18,55,14,67,3,4,1991,hitter,,,,
25,강석천,빙그레,0.275,126,523,465,128,21,4,11,56,17,10,40,9,53,11,25,1991,hitter,,,,
26,이강돈,빙그레,0.265,114,437,385,102,15,5,11,56,7,3,41,1,70,4,5,1991,hitter,,,,
27,전준호,롯데,0.263,122,451,372,98,13,6,2,48,18,12,51,9,38,1,2,1991,hitter,,,,
28,김기태,쌍방울,0.262,124,508,427,112,16,0,27,92,7,4,72,4,93,9,1,1991,hitter,,,,
29,김상훈,LG,0.255,101,396,361,92,17,2,7,41,2,1,28,5,34,17,4,1991,hitter,,,,
30,장채근,해태,0.235,114,401,345,81,11,0,17,48,0,2,44,2,59,16,2,1991,hitter,,,,
1,이정훈,빙그레,0.360,111,437,369,133,17,2,25,68,21,3,46,10,27,6,2,1992,hitter,,,,
2,박정태,롯데,0.335,124,529,445,149,43,3,14,79,7,7,69,5,42,12,7,1992,hitter,,,,
3,홍현우,해태,0.333,126,520,420,140,25,3,17,97,6,7,82,7,82,8,14,1992,hitter,,,,
4,김민호,롯데,0.322,118,495,413,133,28,4,16,88,5,3,68,6,76,10,7,1992,hitter,,,,
5,이강돈,빙그레,0.320,121,454,403,129,27,8,13,60,7,9,41,1,63,6,10,1992,hitter,,,,
6,김응국,롯데,0.319,119,486,401,128,20,12,10,79,29,8,58,5,50,6,3,1992,hitter,,,,
7,동봉철,삼성,0.317,126,511,410,130,18,7,11,52,24,17,72,13,63,5,3,1992,hitter,,,,
8,이종운,롯데,0.314,108,444,401,126,15,14,3,57,21,8,23,3,47,7,1,1992,hitter,,,,
9,이순철,해태,0.309,122,566,492,152,22,3,21,76,44,16,60,7,63,14,7,1992,hitter,,,,
10,송구홍,LG,0.304,121,493,451,137,23,2,20,59,20,4,24,7,33,13,23,1992,hitter,,,,
11,강기웅,삼성,0.304,126,455,405,123,18,3,16,56,13,4,29,7,35,8,12,1992,hitter,,,,
12,김기태,쌍방울,0.302,123,525,398,120,28,3,31,96,5,7,114,8,84,11,0,1992,hitter,,,,
13,전준호,롯데,0.300,120,537,466,140,17,9,5,49,33,6,51,7,49,4,6,1992,hitter,,,,
14,윤덕규,태평양,0.300,116,437,390,117,24,3,8,52,6,4,40,2,67,11,5,1992,hitter,,,,
14,김상호,OB,0.300,102,416,370,111,26,4,12,49,16,7,42,4,52,4,6,1992,hitter,,,,
16,장종훈,빙그레,0.299,125,556,431,129,28,2,41,119,14,5,106,13,99,5,3,1992,hitter,,,,
17,김동기,태평양,0.294,107,391,333,98,15,2,15,58,2,1,46,7,59,13,8,1992,hitter,,,,
18,김상훈,LG,0.292,126,529,472,138,21,1,14,77,9,2,46,2,60,13,5,1992,hitter,,,,
19,임형석,OB,0.290,112,460,410,119,18,4,26,73,3,8,38,3,62,9,16,1992,hitter,,,,
20,여태구,태평양,0.290,114,417,345,100,19,3,9,44,13,5,49,3,46,2,3,1992,hitter,,,,
21,김광림,OB,0.286,120,428,384,110,16,3,1,32,13,6,30,3,38,2,3,1992,hitter,,,,
22,김형석,OB,0.281,126,518,459,129,27,5,16,71,3,5,53,2,55,15,7,1992,hitter,,,,
23,이호성,해태,0.278,110,451,374,104,16,3,14,52,25,1,70,3,75,13,3,1992,hitter,,,,
24,노찬엽,LG,0.272,109,465,405,110,21,2,6,50,6,5,50,3,51,11,2,1992,hitter,,,,
25,박철우,해태,0.271,116,409,362,98,21,0,9,67,1,0,39,4,44,14,3,1992,hitter,,,,
26,이건열,해태,0.270,111,399,352,95,12,0,4,42,11,5,33,6,63,9,2,1992,hitter,,,,
27,한대화,해태,0.268,110,436,362,97,16,1,20,74,8,8,66,1,53,10,13,1992,hitter,,,,
28,신경식,삼성,0.267,117,469,423,113,15,2,3,41,17,9,37,3,33,8,2,1992,hitter,,,,
29,장채근,해태,0.264,112,396,326,86,14,0,23,62,1,0,60,6,67,11,6,1992,hitter,,,,
30,강정길,빙그레,0.263,119,428,357,94,15,1,14,63,0,5,58,5,47,13,1,1992,hitter,,,,
1,양준혁,삼성,0.341,106,456,381,130,27,1,23,90,4,9,61,8,40,7,8,1993,hitter,,,,
2,강기웅,삼성,0.325,102,420,379,123,15,2,16,75,20,9,26,2,24,8,6,1993,hitter,,,,
3,송구홍,LG,0.307,105,433,387,119,21,2,4,49,19,6,32,8,30,12,22,1993,hitter,,,,
4,김형석,OB,0.306,126,529,480,147,23,4,10,62,2,4,46,0,61,12,11,1993,hitter,,,,
5,김성래,삼성,0.300,124,521,436,131,18,2,28,91,2,1,69,5,72,17,5,1993,hitter,,,,
6,김광림,OB,0.300,117,492,430,129,18,3,3,32,13,8,40,2,34,3,2,1993,hitter,,,,
6,윤덕규,태평양,0.300,102,396,360,108,14,4,1,31,9,3,30,2,54,12,3,1993,hitter,,,,
8,장종훈,빙그레,0.295,97,412,339,100,21,0,17,58,12,2,58,9,68,4,4,1993,hitter,,,,
9,김상훈,LG,0.285,126,505,460,131,28,0,12,71,3,1,37,6,52,12,10,1993,hitter,,,,
10,김응국,롯데,0.285,108,420,369,105,26,3,3,48,12,8,37,3,44,7,3,1993,hitter,,,,
11,이명수,OB,0.283,119,494,417,118,20,8,4,56,6,3,54,3,43,9,11,1993,hitter,,,,
12,김종헌,롯데,0.283,118,415,357,101,18,3,0,25,24,9,36,8,65,7,1,1993,hitter,,,,
13,전준호,롯데,0.282,120,465,393,111,3,7,1,31,75,25,47,5,31,2,2,1993,hitter,,,,
14,류중일,삼성,0.281,107,444,377,106,13,1,8,45,6,4,57,3,44,9,8,1993,hitter,,,,
15,이종범,해태,0.280,126,525,475,133,16,4,16,53,73,19,32,6,35,11,25,1993,hitter,,,,
16,신경식,쌍방울,0.275,119,461,418,115,18,2,5,49,12,7,33,6,32,8,5,1993,hitter,,,,
17,김동수,LG,0.274,115,427,372,102,16,3,16,56,7,0,41,6,40,11,4,1993,hitter,,,,
18,김성한,해태,0.273,107,403,362,99,23,0,6,52,4,2,27,6,59,12,5,1993,hitter,,,,
19,박준태,LG,0.267,124,478,401,107,29,5,8,39,28,13,53,4,69,7,4,1993,hitter,,,,
20,한대화,해태,0.266,107,394,335,89,13,1,13,46,4,5,50,3,46,10,21,1993,hitter,,,,
21,김상호,OB,0.264,122,495,440,116,17,1,11,56,19,8,38,9,63,11,2,1993,hitter,,,,
22,박계원,롯데,0.263,126,461,410,108,15,2,3,43,17,10,28,7,53,6,15,1993,hitter,,,,
23,최태원,쌍방울,0.263,111,431,377,99,12,2,1,23,13,7,36,10,48,4,14,1993,hitter,,,,
24,홍현우,해태,0.262,123,527,446,117,21,1,13,61,10,4,64,4,70,12,19,1993,hitter,,,,
25,정영규,삼성,0.257,122,425,381,98,12,2,11,41,3,6,28,12,61,8,4,1993,hitter,,,,
26,이순철,해태,0.253,102,430,367,93,12,3,11,44,29,8,46,5,54,9,3,1993,hitter,,,,
27,이종운,롯데,0.253,123,440,392,99,9,7,2,42,16,7,29,5,51,6,1,1993,hitter,,,,
28,이종두,삼성,0.249,106,413,354,88,18,2,14,51,4,4,43,6,59,9,2,1993,hitter,,,,
29,공필성,롯데,0.240,124,428,379,91,23,3,1,38,6,3,27,6,64,7,15,1993,hitter,,,,
30,김기태,쌍방울,0.240,96,395,317,76,17,2,9,43,11,5,73,1,57,7,0,1993,hitter,,,,
1,이종범,해태,0.393,124,561,499,196,27,5,19,77,84,15,51,6,31,2,27,1994,hitter,,,,
2,김응국,롯데,0.323,100,407,350,113,24,4,8,55,20,11,45,3,45,7,3,1994,hitter,,,,
3,윤덕규,태평양,0.321,100,407,368,118,27,3,11,51,8,1,34,2,57,9,1,1994,hitter,,,,
4,서용빈,LG,0.318,126,543,493,157,30,4,4,72,6,2,39,5,62,9,4,1994,hitter,,,,
5,김기태,쌍방울,0.316,108,454,376,119,20,4,25,79,9,10,74,2,70,10,0,1994,hitter,,,,
6,류지현,LG,0.305,126,574,482,147,20,0,15,51,51,10,64,8,60,4,24,1994,hitter,,,,
7,박노준,쌍방울,0.303,108,391,340,103,15,1,3,36,42,15,32,7,25,2,3,1994,hitter,,,,
8,양준혁,삼성,0.300,123,496,427,128,21,1,19,87,15,4,63,0,42,7,2,1994,hitter,,,,
9,한대화,LG,0.297,106,414,357,106,15,1,10,67,3,1,48,5,48,11,8,1994,hitter,,,,
10,김민호,롯데,0.296,117,493,439,130,34,2,15,78,21,3,44,3,84,10,2,1994,hitter,,,,
11,김재현,LG,0.289,125,535,463,134,26,3,21,80,21,4,55,12,86,7,5,1994,hitter,,,,
12,김종석,OB,0.282,104,411,369,104,24,2,5,64,6,3,30,4,33,11,2,1994,hitter,,,,
13,백인수,쌍방울,0.281,108,398,356,100,17,0,7,49,3,0,27,4,30,9,11,1994,hitter,,,,
14,노찬엽,LG,0.279,107,393,340,95,13,6,10,59,7,5,41,4,24,12,0,1994,hitter,,,,
15,김경기,태평양,0.277,124,498,433,120,19,3,23,70,3,2,56,7,68,9,7,1994,hitter,,,,
16,김민호,OB,0.275,126,491,426,117,13,0,8,34,17,7,33,10,64,6,25,1994,hitter,,,,
17,김실,삼성,0.273,115,393,337,92,11,5,3,33,4,8,45,2,43,7,8,1994,hitter,,,,
18,이종운,롯데,0.272,121,477,448,122,13,5,2,32,21,8,15,4,47,5,3,1994,hitter,,,,
19,홍현우,해태,0.272,126,524,463,126,20,2,16,72,15,7,50,4,63,6,21,1994,hitter,,,,
20,공필성,롯데,0.271,126,488,420,114,23,5,12,57,25,10,45,13,71,8,19,1994,hitter,,,,
21,이종두,삼성,0.271,126,472,417,113,15,1,17,52,12,7,37,5,69,14,6,1994,hitter,,,,
22,이호성,해태,0.265,105,440,374,99,10,2,9,49,21,7,52,5,63,6,5,1994,hitter,,,,
23,김동기,태평양,0.264,119,421,368,97,16,0,15,50,3,6,38,12,74,15,3,1994,hitter,,,,
24,김형석,OB,0.262,114,444,393,103,13,0,6,51,3,1,40,4,56,13,5,1994,hitter,,,,
25,박종호,LG,0.260,107,400,335,87,14,6,6,56,21,10,45,13,44,8,14,1994,hitter,,,,
26,강정길,한화,0.258,121,429,364,94,16,1,6,50,5,2,45,10,42,9,7,1994,hitter,,,,
27,김상국,한화,0.256,115,400,336,86,13,0,7,48,4,2,44,5,43,14,5,1994,hitter,,,,
28,이건열,해태,0.250,106,400,352,88,14,1,7,39,5,7,30,4,51,7,3,1994,hitter,,,,
29,김상호,OB,0.249,113,471,410,102,11,5,9,49,6,7,47,7,73,3,7,1994,hitter,,,,
30,최태원,쌍방울,0.248,118,446,383,95,13,2,1,27,31,12,40,13,46,5,5,1994,hitter,,,,
1,김광림,쌍방울,0.337,119,489,419,141,17,1,7,49,16,10,48,5,37,8,1,1995,hitter,,,,
2,장종훈,한화,0.326,126,498,420,137,25,4,22,78,8,9,68,6,63,10,6,1995,hitter,,,,
3,김기태,쌍방울,0.321,116,482,402,129,34,3,12,72,12,10,72,1,44,8,4,1995,hitter,,,,
4,양준혁,삼성,0.313,125,527,438,137,34,1,20,84,8,2,77,6,50,7,2,1995,hitter,,,,
5,전준호,롯데,0.308,124,540,458,141,13,12,1,42,69,25,62,6,54,5,1,1995,hitter,,,,
6,권준헌,태평양,0.306,110,419,395,121,16,3,6,34,14,6,17,1,63,9,12,1995,hitter,,,,
7,서용빈,LG,0.306,126,491,441,135,28,2,4,53,6,2,34,8,55,12,9,1995,hitter,,,,
8,홍현우,해태,0.305,125,531,465,142,24,1,16,65,34,5,58,4,65,1,15,1995,hitter,,,,
9,김응국,롯데,0.299,104,435,364,109,14,4,8,61,31,5,57,5,45,7,4,1995,hitter,,,,
10,김종석,OB,0.299,116,433,395,118,26,8,4,56,5,2,33,2,41,12,6,1995,hitter,,,,
11,최태원,쌍방울,0.296,125,548,496,147,20,1,1,30,29,14,29,8,37,3,12,1995,hitter,,,,
12,김경기,태평양,0.295,96,398,356,105,19,1,12,46,4,1,38,4,51,5,4,1995,hitter,,,,
13,이명수,OB,0.290,111,431,383,111,11,1,9,32,1,4,37,4,55,9,8,1995,hitter,,,,
14,이동수,삼성,0.288,125,478,420,121,17,3,22,81,2,0,34,20,96,11,20,1995,hitter,,,,
15,김민호,OB,0.288,113,455,400,115,24,3,2,30,47,17,37,5,58,3,14,1995,hitter,,,,
16,정영규,한화,0.287,116,446,397,114,22,5,11,45,3,12,42,2,81,5,3,1995,hitter,,,,
17,이승엽,삼성,0.285,121,411,365,104,29,1,13,73,0,3,33,4,54,4,8,1995,hitter,,,,
18,심정수,OB,0.282,116,405,362,102,19,0,21,59,4,2,29,8,78,6,2,1995,hitter,,,,
19,마해영,롯데,0.275,126,551,476,131,26,4,18,87,16,6,54,13,82,13,7,1995,hitter,,,,
20,김상호,OB,0.272,126,565,504,137,23,2,25,101,10,7,45,6,113,6,8,1995,hitter,,,,
21,김형석,OB,0.270,121,464,423,114,29,2,10,68,2,1,32,1,71,16,2,1995,hitter,,,,
22,공필성,롯데,0.264,126,476,390,103,14,6,4,50,22,5,52,22,68,5,13,1995,hitter,,,,
23,양회열,해태,0.264,117,405,356,94,9,1,0,22,0,5,24,4,72,4,25,1995,hitter,,,,
24,김용선,한화,0.262,124,432,370,97,18,2,10,38,12,10,37,5,85,9,7,1995,hitter,,,,
25,김동수,LG,0.260,108,393,334,87,15,2,10,35,4,0,40,4,45,8,2,1995,hitter,,,,
26,장원진,OB,0.260,123,439,393,102,15,2,9,58,8,6,32,5,53,4,3,1995,hitter,,,,
27,김재현,LG,0.255,116,448,381,97,19,3,15,56,13,10,45,13,83,6,2,1995,hitter,,,,
28,백인수,쌍방울,0.244,106,394,352,86,13,2,7,40,3,0,31,3,54,11,11,1995,hitter,,,,
29,강영수,태평양,0.243,122,484,415,101,17,1,21,68,3,1,60,2,105,12,4,1995,hitter,,,,
30,박경완,쌍방울,0.227,121,429,361,82,13,2,19,46,5,2,56,8,100,5,8,1995,hitter,,,,
1,양준혁,삼성,0.346,126,530,436,151,33,2,28,87,23,18,82,6,76,4,2,1996,hitter,,,,
2,이종범,해태,0.332,113,525,449,149,28,1,25,76,57,12,67,7,39,4,10,1996,hitter,,,,
3,홍현우,해태,0.332,126,549,443,147,30,4,17,67,18,9,97,4,64,8,16,1996,hitter,,,,
4,김응국,롯데,0.321,126,518,446,143,22,6,9,64,26,7,65,2,61,11,2,1996,hitter,,,,
5,임수혁,롯데,0.311,113,431,373,116,18,2,11,76,4,5,46,3,46,11,2,1996,hitter,,,,
6,박정태,롯데,0.309,94,405,366,113,25,1,5,61,2,0,32,3,39,11,9,1996,hitter,,,,
7,김광림,쌍방울,0.303,126,509,449,136,19,6,2,49,15,4,45,3,63,8,2,1996,hitter,,,,
8,이승엽,삼성,0.303,122,504,459,139,32,6,9,76,4,1,34,5,42,10,5,1996,hitter,,,,
9,박재홍,현대,0.295,126,547,481,142,29,4,30,108,36,17,53,7,107,7,2,1996,hitter,,,,
10,김실,쌍방울,0.291,124,487,419,122,19,6,0,38,6,8,46,2,49,4,7,1996,hitter,,,,
11,박현승,롯데,0.288,108,410,354,102,22,3,8,51,10,6,40,5,55,13,13,1996,hitter,,,,
12,송지만,한화,0.287,122,460,394,113,30,4,18,53,10,16,43,9,81,5,8,1996,hitter,,,,
13,강석천,한화,0.286,113,404,357,102,15,2,4,49,18,10,30,6,53,12,8,1996,hitter,,,,
14,심재학,LG,0.285,118,471,389,111,15,1,18,72,1,4,64,11,58,7,7,1996,hitter,,,,
15,김재현,LG,0.283,117,482,414,117,20,0,11,60,7,7,49,11,52,7,4,1996,hitter,,,,
16,박진만,현대,0.283,115,406,361,102,21,2,6,38,11,7,20,7,55,5,22,1996,hitter,,,,
17,이명수,OB,0.281,103,392,342,96,13,0,4,24,0,6,43,1,55,12,7,1996,hitter,,,,
18,이숭용,현대,0.280,124,442,371,104,18,4,12,47,5,6,60,7,51,4,1,1996,hitter,,,,
19,마해영,롯데,0.276,120,467,428,118,26,3,12,64,4,2,30,3,81,11,2,1996,hitter,,,,
20,심성보,쌍방울,0.275,116,391,335,92,26,4,5,51,8,2,40,2,55,6,3,1996,hitter,,,,
21,김경기,현대,0.274,115,472,412,113,16,1,20,64,6,4,50,7,82,6,8,1996,hitter,,,,
22,이영우,한화,0.269,114,417,353,95,21,3,8,39,12,9,49,2,63,9,2,1996,hitter,,,,
23,김상호,OB,0.269,117,487,439,118,27,0,20,75,5,5,31,8,101,5,5,1996,hitter,,,,
24,홍원기,한화,0.262,123,450,382,100,20,0,9,47,5,4,42,11,75,12,18,1996,hitter,,,,
25,송구홍,LG,0.261,109,414,349,91,18,1,7,38,17,6,25,22,49,11,13,1996,hitter,,,,
26,최태원,쌍방울,0.258,126,523,449,116,22,3,1,40,5,6,32,13,53,6,10,1996,hitter,,,,
27,이호성,해태,0.258,105,399,357,92,10,0,9,63,16,5,28,1,66,11,5,1996,hitter,,,,
28,정수근,OB,0.253,126,551,490,124,20,6,1,26,43,25,42,6,54,9,8,1996,hitter,,,,
29,안경현,OB,0.251,125,475,426,107,19,2,8,42,0,1,39,3,65,11,12,1996,hitter,,,,
30,류지현,LG,0.249,100,466,385,96,15,3,4,26,24,7,59,11,61,2,20,1996,hitter,,,,
1,김기태,쌍방울,0.344,111,478,390,134,30,3,26,79,10,7,84,2,54,11,4,1997,hitter,,,,
2,이승엽,삼성,0.329,126,577,517,170,37,3,32,114,5,2,49,6,79,10,4,1997,hitter,,,,
3,양준혁,삼성,0.328,126,561,442,145,32,5,30,98,25,17,103,7,75,7,2,1997,hitter,,,,
4,박재홍,현대,0.326,96,403,331,108,16,0,27,69,22,14,66,4,59,5,2,1997,hitter,,,,
5,신동주,삼성,0.326,120,452,399,130,37,1,21,66,18,12,34,14,79,3,2,1997,hitter,,,,
6,이종범,해태,0.324,125,577,484,157,28,3,30,74,64,15,87,3,49,9,27,1997,hitter,,,,
7,강석천,한화,0.322,123,506,447,144,19,4,7,34,17,9,37,7,40,9,2,1997,hitter,,,,
8,조원우,쌍방울,0.321,126,489,424,136,18,9,5,49,15,7,24,2,48,13,2,1997,hitter,,,,
9,서용빈,LG,0.316,120,459,399,126,25,6,4,69,4,6,38,7,45,5,4,1997,hitter,,,,
10,김상호,OB,0.315,96,393,343,108,24,3,11,52,4,2,42,4,71,7,3,1997,hitter,,,,
11,이숭용,현대,0.311,121,420,341,106,28,3,9,61,3,4,62,6,39,4,1,1997,hitter,,,,
12,최태원,쌍방울,0.306,126,558,477,146,30,1,2,39,3,9,51,6,49,4,9,1997,hitter,,,,
13,이병규,LG,0.305,126,550,495,151,31,8,7,69,23,5,43,8,50,6,2,1997,hitter,,,,
14,박현승,롯데,0.301,112,430,379,114,19,4,19,63,12,1,36,6,66,10,9,1997,hitter,,,,
15,최익성,삼성,0.296,122,568,480,142,25,2,22,65,33,5,61,18,81,6,2,1997,hitter,,,,
16,장종훈,한화,0.293,121,499,427,125,27,1,22,76,15,8,63,4,76,9,8,1997,hitter,,,,
17,김광림,현대,0.292,117,396,346,101,14,5,2,32,9,9,39,1,44,3,2,1997,hitter,,,,
18,김한수,삼성,0.292,124,524,466,136,27,1,9,68,9,9,36,7,79,6,17,1997,hitter,,,,
19,최훈재,해태,0.292,112,394,343,100,23,1,12,70,3,7,34,5,40,10,2,1997,hitter,,,,
20,심재학,LG,0.285,117,478,411,117,23,1,15,84,5,2,54,2,51,8,6,1997,hitter,,,,
21,신국환,LG,0.281,120,455,405,114,25,3,8,58,9,4,23,14,53,18,18,1997,hitter,,,,
22,이호성,해태,0.276,110,443,380,105,13,0,15,63,20,5,54,4,74,10,1,1997,hitter,,,,
23,정경배,삼성,0.274,123,486,420,115,25,3,13,72,13,9,36,6,84,5,12,1997,hitter,,,,
24,김대익,롯데,0.272,122,412,356,97,22,3,6,35,13,14,40,2,73,2,2,1997,hitter,,,,
25,홍현우,해태,0.271,126,534,436,118,29,0,22,79,20,9,86,7,80,19,18,1997,hitter,,,,
26,류지현,LG,0.269,125,569,479,129,24,2,3,45,44,11,61,13,62,11,14,1997,hitter,,,,
27,심성보,쌍방울,0.269,118,435,390,105,23,3,15,73,5,6,30,6,65,12,9,1997,hitter,,,,
28,김실,쌍방울,0.267,118,418,359,96,17,5,0,38,4,5,33,1,29,7,6,1997,hitter,,,,
29,송지만,한화,0.266,117,474,414,110,26,1,14,45,12,10,35,7,91,8,3,1997,hitter,,,,
30,정수근,OB,0.263,103,443,377,99,9,2,2,34,50,15,46,7,49,5,3,1997,hitter,,,,
1,양준혁,삼성,0.342,126,552,456,156,30,1,27,89,15,14,87,5,69,14,3,1998,hitter,,,,
2,전준호,현대,0.321,126,518,446,143,16,7,5,43,35,17,49,10,58,2,2,1998,hitter,,,,
3,박정태,롯데,0.318,113,473,406,129,24,2,13,79,1,3,52,4,47,5,11,1998,hitter,,,,
4,쿨바,현대,0.317,115,471,410,130,27,1,26,97,2,3,51,5,102,5,8,1998,hitter,,,,
5,장성호,해태,0.312,125,529,465,145,23,1,15,49,5,0,44,9,53,12,8,1998,hitter,,,,
6,조원우,쌍방울,0.311,126,536,479,149,20,4,12,62,23,6,35,7,46,15,3,1998,hitter,,,,
7,김기태,쌍방울,0.309,126,541,434,134,28,4,31,90,10,5,104,0,79,11,8,1998,hitter,,,,
8,이승엽,삼성,0.306,126,568,477,146,32,2,38,102,0,2,78,5,97,4,3,1998,hitter,,,,
9,우즈,OB,0.305,126,521,452,138,14,1,42,103,1,2,65,2,115,13,5,1998,hitter,,,,
10,이호준,해태,0.303,121,465,422,128,27,1,19,77,5,2,27,6,71,13,2,1998,hitter,,,,
11,김한수,삼성,0.300,126,503,463,139,24,1,15,80,5,3,19,6,70,19,14,1998,hitter,,,,
12,강동우,삼성,0.300,123,468,414,124,23,8,10,30,22,7,42,1,68,5,1,1998,hitter,,,,
13,김재현,LG,0.295,122,541,482,142,31,3,16,76,8,6,47,7,80,6,2,1998,hitter,,,,
14,심정수,OB,0.294,126,518,477,140,29,4,19,73,4,1,34,5,82,5,4,1998,hitter,,,,
15,마해영,롯데,0.292,126,534,465,136,33,1,15,64,2,3,51,12,97,7,9,1998,hitter,,,,
16,김대익,롯데,0.292,124,527,466,136,29,7,5,40,27,9,48,4,65,6,6,1998,hitter,,,,
17,최태원,쌍방울,0.288,126,537,469,135,22,3,4,39,9,5,42,4,42,9,7,1998,hitter,,,,
18,정수근,OB,0.288,125,549,480,138,19,11,1,36,44,13,51,6,44,7,5,1998,hitter,,,,
19,김동수,LG,0.284,118,471,408,116,28,2,20,66,2,3,44,9,71,8,12,1998,hitter,,,,
20,김선진,LG,0.282,115,408,369,104,20,3,8,46,13,5,26,3,59,19,8,1998,hitter,,,,
21,치멜리스,한화,0.279,118,455,409,114,22,0,17,63,1,3,29,5,58,7,14,1998,hitter,,,,
22,이병규,LG,0.279,124,544,499,139,31,5,9,67,11,6,36,3,47,13,1,1998,hitter,,,,
23,이숭용,현대,0.278,107,412,363,101,26,1,10,45,6,9,31,12,72,5,1,1998,hitter,,,,
24,류지현,LG,0.277,126,564,476,132,36,1,12,61,40,7,71,6,78,3,20,1998,hitter,,,,
25,강석천,한화,0.276,125,510,471,130,23,5,6,42,20,7,16,12,51,12,5,1998,hitter,,,,
26,장종훈,한화,0.275,118,489,437,120,17,1,17,66,3,5,41,7,69,13,8,1998,hitter,,,,
